pre_cmt,rating,class,length
không_như tả mỏng thưa,3,not_like,22
Hàng mỏng. Tiền nào của đấy,3,not_like,27
mỏng giặt rút,3,not_like,13
Hơi mỏng. Tiền nào của nâyd,3,not_like,27
Vải mỏng,3,not_like,8
sản_phẩm tạm sản_phẩm tạm,3,not_like,25
mỏng,3,not_like,4
mỏng,3,not_like,4
sản_phẩm tạm,3,not_like,12
sản_phẩm tạm,3,not_like,12
sản_phẩm tạm,3,not_like,12
sản_phẩm tạm,3,not_like,12
sản_phẩm tạm,3,not_like,12
sản_phẩm tạm Giá_cả chấp_nhận,3,not_like,29
rẻ đánh tồi mặc mỏng_dính thất_vọng mua rẻ lau,2,not_like,46
dơ giặt chán,2,not_like,12
mỏng thấm Mặc giao,2,not_like,18
tệ rẻ mỏng thô Mua xấu_hổ,2,not_like,25
mỏng cotton pha mặc nóng thất_vọng mô_tả ko,2,not_like,43
mỏng k dày_dặn thất_vọng,2,not_like,24
.,2,not_like,1
Mỏng ae,2,not_like,7
Áo mỏng,2,not_like,7
mỏng,2,not_like,4
sản_phẩm kém,2,not_like,12
Giao hàng lâu đã thế lại k đúng,1,not_like,31
Đúng chuẩn mỏng như_tờ chất pha mặc nóng,1,not_like,40
Đúng khách_hàng lởm xấu vàng mạnh_tay làm_ăn chụp giật bảo_vệ,1,not_like,61
mỏng mặc xuyên,1,not_like,14
không_như,1,not_like,9
lsau_shop cẩn_thận,1,not_like,18
săn chán mặc,1,not_like,12
sản_phẩm kém Nhìn mua,1,not_like,21
mỏng xấu lắm,1,not_like,12
Không không_bằng giẻ_lau,1,not_like,24
kém mỏng,1,not_like,8
chán,1,not_like,4
sản_phẩm kém,1,not_like,12
sản_phẩm kém,1,not_like,12
sản_phẩm kém Rất không_đáng giao chậm,1,not_like,37
sản_phẩm kém,1,not_like,12
sản_phẩm kém,1,not_like,12
Áo rất đẹp. Mình rất hài lòng. Màu sắc như hình,5,like,47
dày lắm giao ổn mua,5,like,19
ngoan confirm dạy hổng kiến_thức học online đốc_thúc,5,like,52
vs sp,5,like,5
ổn mềm mát mua giao,5,like,19
giao hợp_lý mua,5,like,15
rẻ hơi mỏng đẹp ủng_hộ tiếp,5,like,27
Hàng okla lắm size ng may mua thử rẻ ok may bung,5,like,48
may đẹp Đã mua tốt mua,5,like,22
lười chụp ok Mua Rất thích chất,5,like,31
Đã mát thấm hút,5,like,15
chất Cứ Mặc tập ok hứng đòi mặc k thèm giặt,5,like,43
mềm k thừa Đáng,5,like,15
hô ko co mau minh đổi pham mua de,5,like,33
nakna ânkmana sjksnajab ankskakakjaba nakjajanabvavsjkskosixj,5,like,61
Mặc đổ,5,like,6
Nhận giao tương_đối chất_lượng vs gia,5,like,37
ok Mặc hơi rộng hở Thấy ny bảo thích lắm,5,like,40
ok mỏng thoáng mát giao,5,like,23
Giao mặc mát thoải_mái mặc ok sản_phẩm chất_lượng,5,like,49
Giao đóng_gói đẹp thấm ủng_hộ shop,5,like,34
phẩm tốtmọi mua,5,like,15
Đã vs,5,like,5
Đẹp không_liên quan lắm đẹp ổn,5,like,30
Giao gói hơi mỏng,5,like,17
Đúng size và áo khá là okkkkkkkkkkkkkkkk👌.,5,like,42
thân_thiện nhiệt_tình ủng_hộ tiếp,5,like,33
hàng ok lắm nhé,5,like,15
Áo rẻ mà chất lượng phết luôn,5,like,29
đẹp giao chất_lượng ok mặc mát thích,5,like,36
ok rẻ thử đẹp giao,5,like,18
Mua đẹp thừa giao,5,like,17
Chat ok ok khoet rong nhug ho,5,like,29
Uuuuuhryrebyebebtebtbbetbtetebt3bteb3tbt3b3betlbtekbtekbetbletlbtekvetkvwtkv2rkvtwvwtkvwrkvrwkvrvketvetkvtevuervjwrvjw wj,5,like,121
Sản phẩm phù hợp với giá tiền.,5,like,30
ok,5,like,2
oke giao,5,like,8
đẹp mặc tập đc mát mặc thoải_mái,5,like,32
Rất ok mặc mặc nhẹ xài bền,5,like,26
Đã ship mặc mát,5,like,15
gửi gửi nhắn shop check ổn shop trả_lời nhắn đc,5,like,47
"Áo đẹp, chất thoáng, lỗ nhỏ li ti",5,like,33
đẹp giao ủng_hộ shop mũi,5,like,24
mua hộ,5,like,6
Hình ảnh và video chỉ mang tính lấy xua. Sản phẩm phù hợp tầm giá,5,like,65
Cũng tạm,5,like,8
đẹp thử Giao,5,like,12
sản_phẩm đăng sờ sướng_tay mặc vừa_vặn Sẽ ủng_hộ,5,like,48
"Áo vải đẹp, nên mua nha m.n!",5,like,28
"Hàng đẹp nhé , đã mua 1 lần và mua lại cho mọi ng nhờ nữa. ",5,like,72
chờ vận_chuyển hài_lòng Mong,5,like,28
dmdnej dkrkdj dkdkkdjr,5,like,22
rẻ_tiền rẻ nóng lắm bí mua,4,like,26
tốt đẹp Mặc tạm ổn,4,like,18
So,4,like,2
đẹp thoáng mát shop,4,like,19
Áo lỗ hơi bị sát lại thoát mồ hôi sẽ hơi khó,4,like,44
đen dày xám mát Cũng,4,like,20
mua hơi chật,4,like,12
Hàng đẹp ship hơi,4,like,17
Ổn,4,like,2
Vì áo này mắt mẻ,4,like,16
áo chất đẹp. nhưng quần k giống với cái mình đặt. ,3,not_like,50
k mát lắm rẻ tạm v,3,not_like,18
Được cái rẻ thôi chứ chất lượng ko phải đẹp nha.,3,not_like,48
giao sai,3,not_like,8
sản_phẩm tạm,3,not_like,12
Thiếu trách sai lỗi đổi k Bắt coi bức_xúc thách_thức phốt xem_xét đừng bàn_phím trl k,1,not_like,85
Ảnh đầu là ảnh thực tế sản phẩm,1,not_like,31
Giao giao,1,not_like,9
đẹp chất_lượng mặt_trời,5,like,23
A cũng có một người đàn yyhhgggfffffff,5,like,38
tốt mặc đẹp ok,5,like,14
co_dãn tư_vấn hợp_lý m7 mặc mặc đẹp mua chần_chừ đẹp,5,like,52
tốt tư_vấn xịn giao,5,like,19
OK ạ ,5,like,5
Áo vải co dãn tốt,5,like,17
dày_dặn mua,5,like,11
đẹp mặc ôm chuẩn ôm mặc hơi Vẫn xí,5,like,34
đẹp lắm ủng_hộ,5,like,14
sp tuyệt vời ,5,like,13
đẹp lắm mua,5,like,11
mặc đẹp dày_dặn tư_vấn nhiệt_tình,5,like,33
Hàng đẹp mua,5,like,12
mua mịn mát rẻ,5,like,14
Hình ảnh nhận xu,5,like,16
Đúng giao,5,like,9
đen nóng trắng body thử to Buồn xong,5,like,36
đẹp Mặc tuyệt_vời quá_xá giáo,5,like,29
đẹp thoải_mái rẻ tốt,5,like,20
Áo mặc thích nha mọi người. Ck em bảo mặc thich hơn mấy áo mua ngoài shop 100k luôn ạ. ,5,like,87
mận queen pur dum,5,like,17
Đã hơi tạm đx giao hàng hơi,5,like,27
chuẩn đẹp tốt mặc ôm mặc rộng đặc,5,like,33
"Vải dày dặn co giản tốt, form ôm body đẹp xỉu, y như quảng cáo. ",5,like,64
giao chuẩn đẹp thỏa_mãn lắm,5,like,27
"chất lượng sản phẩm ổn, giá thành hợp lý, đóng gói cẩn thận",5,like,60
mua mặc vừa_vặn lắm,5,like,19
đẹp mặc không Mặc đẹp mua,5,like,25
mua chê :) mua tiếp,5,like,19
không_liên Giao,5,like,15
Đẹp tốt giao Còn không_chê,5,like,26
đẹp Giao,5,like,8
ck ung tiếp,5,like,11
hơi ổn ok,5,like,9
giao dặn dai,5,like,12
Giao đóng_gói thanks_shop,5,like,25
Thề đẹp cực mềm mát thấm hút tốt mua mua shop quên k,5,like,52
đẹp lắm ổn ủng_hộ,5,like,17
mặc mặc,5,like,7
Giao cẩn_thận ủng_hộ,5,like,20
ok hơi mua tiếp đẹp,5,like,19
hơi ôm thích rộng_rãi nâng ổn,5,like,29
chất_lượng shop giao,5,like,20
so_sánh đc tràn đổ,5,like,18
mát hơi ôm rút mua,5,like,18
đẹp lắm e mặc ok,5,like,16
Mua đen mặc xám chật ok,5,like,23
to r mặc bó Giao,5,like,16
đẹp tr mua,5,like,10
chụp đẹp,5,like,8
nhan ok su cac nen mua,5,like,22
jahs akahga ậhaga jshwhw,5,like,24
đẹp ôm tôn mặc,5,like,14
ôm sát mặc_dù bó mặc đẹp dày ok,4,like,31
Cũng ổn dày cứng mặc hơi khó_chịu,4,like,33
mặc up,4,like,6
Chất áo màu xám và trăng  khac nhau,4,like,35
Đã giao tốt bảo ko 🤣 _ 🤣 _ 🤣 _ 🤣 _ 🤣 _ ❤ _ ️ _ ❤ _ ️ _ ❤ _ ️ _ ❤ _ ️ _ ❤ _ ️ _ ❤ _ ️ _ ❤ _ ️ _ ❤ _ ️ _ ❤ _ ️ _ ❤ _ ️,4,like,116
giặt đẹp,4,like,8
trắng sửa không_ưng lắm mặc,4,like,27
ôm áo_dài ck mặc cắt ngắn xíu đẹp giao,4,like,38
tốt chất shop thủng,4,like,19
Hàng dc,4,like,7
Sản phẩm,4,like,8
size,4,like,4
hơi thô,4,like,7
ổn,4,like,2
Áo hơi dài,4,like,10
đắt,4,like,3
hơi bó xíu,4,like,10
tạm,4,like,3
ổn dày,4,like,6
sản_phẩm tốt,4,like,12
sản_phẩm,4,like,8
săn sale rẻ mua rặm mặc rặm Không mua mặc,3,not_like,41
Giao giao ok form hơi ôm ôm,3,not_like,27
sản_phẩm tạm,3,not_like,12
Đặt ko mác đem đo hóa_ra lừa_gạt KH ko báo shop liệu ủy_tín mặc đổi kiểm_tra kỹ,3,not_like,79
Giao,3,not_like,4
đậm gầy mặc,3,not_like,11
vs dk,3,not_like,5
ôm Mua chật,3,not_like,11
form không_đẹp lắm,3,not_like,18
Chật,3,not_like,4
Vừa nóng,3,not_like,8
Quá,3,not_like,3
Mặc bó mặc_dù,2,not_like,13
tệ nóng mua bé_tí s đành,1,not_like,24
Đặt ship áo_dài Cũng,1,not_like,20
trắng giao vậy_shop mặc rẻ lau,1,not_like,30
Đặt chuẩn ngắn bó sát,1,not_like,21
đổi,1,not_like,3
phai_màu,1,not_like,8
xấu nóng,1,not_like,8
đặ,1,not_like,2
dày_dặn ôm,1,not_like,10
đẹp Mặc mát đẹp,5,like,15
đẹp lắm mát tập mua tặng khen,5,like,29
oke lắm mặc lắm ưng,5,like,19
lạnh sờ mặc bí đen đổi mặc n thích mặc,5,like,38
mặc đẹp rẻ tiếc,5,like,15
đẹp mịn lắm,5,like,11
đẹp mát rẻ ưng,5,like,14
vải áo rất đẹp ạ mát mẻ ,5,like,24
giao,5,like,4
thoải_mái đẹp in mặc đẹp ôm nhẹ ổn_áp lắm Thích mặc rộng tư_vấn Giao ok,5,like,71
quốc_gia mời doanh_nghiệp tham_gia xét thương_mại đăng_ký,5,like,57
đẹp mua hài_lòng giao,5,like,21
đẹp lắm tốt mặc mát thích hơi rộng mặc mặc mặc bó hài_lòng Sẽ ủng_hộ shop tiếp deth,5,like,83
From áo đẹp lắm,5,like,15
đẹp tiềnship chống,5,like,18
đẹp mát giao ủng_hộ shop,5,like,24
shipper làm_việc gọn mặc ủng_hộ,5,like,31
xinh_đẹp tuyệt_vời vận_chuyển tốt,5,like,33
"Viettel TB: Goi ST15K da het thoi gian su dung. De tiep tuc su dung DV, soan ST15K gui 191, phi 15000d/3 ngay co 3GB. De lua chon cac goi Mobile Internet khac, vui long bam goi *098#. Chi tiet LH 198 (0d). Tran trong.",5,like,217
báo c c lắm báo c c,5,like,19
dẹp size hơi thươc mô_tả chật,5,like,29
khó_tính nóng mua,5,like,17
giao chất_lượng Mua Sẽ ủng_hộ,5,like,29
giá_cả giao ổn,5,like,14
Giao Sẽ ủng_hộ shop,5,like,19
đẹp mua rẻ giao,5,like,15
Hình ảnh chỉ mang tính chất nhận xu. https://shopee.vn/product/398362799/17404133399?smtt=0.25711860-1648906755.9,5,like,113
Đã mua shop giao,5,like,16
ổn Ưng áhh jabsh,5,like,16
đẹp mua sản_phẩm tuyệt đẹp buôn may,5,like,35
đẹp thoáng mát mặc thích,5,like,24
đẹp lắm thoáng tốt Ít thừa may oke lắm,5,like,38
Săn đẹp mặc khít cộng,5,like,21
mát gói cẩn_thận,5,like,16
Giao hành đep Chat hop,5,like,22
mát size mua bọc kỹ,5,like,19
Hàng đẹp đẹp,5,like,12
ok đẹp mịn giao ủng_hộ shop,5,like,27
mặc giặt mawcj nha ổn,5,like,21
tạm giao,5,like,8
thừa mát hơi ny lùn,5,like,19
minh_họa đẹp mặc giao,5,like,21
Sản phẩm phù hợp với giá tiền rẻ bền đẹp ,5,like,41
đẹp đẹp đẹp mặc đẹp mặc mát mặc thể_thao gym_hợp thích,5,like,54
okii mua,5,like,8
Giao mát dày mua,5,like,16
j chê giao mặc ok lắm mua,5,like,25
đẹp mát giáo,5,like,12
đẹp mặc mát,5,like,11
đẹp giao hàng,5,like,13
mặc giao rẻ,5,like,11
mát Sẽ,5,like,6
đẹp giao nhầm đẹp đóng_gói ủng_hộ,5,like,33
đẹp thoáng mát mặc tập ok,5,like,25
100 CÂU GIAO TIẾP TIẾNG TRUNG CẦN BIẾT ,4,like,39
giao ủng_hộ gói,4,like,15
lỗ Sờ mát giáo đúg,4,like,18
mát giặt dính vao,4,like,17
Cũng tạm ổn khuyên lùi,4,like,22
mua nhạt dày ưng,4,like,16
cotton sợ bí họa,4,like,16
giao gửi,4,like,8
ko Tạm,4,like,6
không_check kêu giao giao,4,like,25
ưa toi,4,like,6
hàng khá là ok 🤪,4,like,16
ổnmặc mát,4,like,9
Áo bình thường! N giá này thì cũng phải.,4,like,40
Giao,4,like,4
Bị ố vàng ổn,4,like,12
ok Giao,4,like,7
Lỗi 1 tý,4,like,8
Hàng đẹp,4,like,8
k giôg lắm,4,like,10
sản_phẩm tốt,4,like,12
mặc nóng,4,like,8
mềm mát,4,like,7
sản_phẩm tốt,4,like,12
sản_phẩm tốt sản_phẩm,4,like,21
sản_phẩm tốt giao,4,like,17
giao,4,like,4
Giao sai mẫu ,3,not_like,13
mua 3XL size mặc in,3,not_like,19
tốt_đẹp bẩn,3,not_like,11
nóng ôm vô hơi chật mặc_dù,3,not_like,26
"Áo đẹp, mặc mát, giá tốt",3,not_like,24
trắng mốc dày mỏng,3,not_like,18
k rẻ đành chấp_nhận,3,not_like,19
in +,3,not_like,4
ưng_ý lắm,3,not_like,9
sản_phẩm tạm,3,not_like,12
sản_phẩm tạm,3,not_like,12
phục_vụ tạm giao tạm,3,not_like,20
Giao lộn trả_lời ghi mạc size Săn chán,2,not_like,38
Áo đa bị cắt size và còn cắt cả vào áo nên áo bị rách 1 ít,2,not_like,58
Tạm,2,not_like,3
"Áo thì ok. Nhưng đặt 2 mà shop chỉ gửi 1. Hẹn giao bù nhưng không thấy, nhắn tin không trả lời",1,not_like,94
Đặt màu đen thì cho màu xám chán shop,1,not_like,37
Hàng củng 1 size xl mà cái lớn cái nhỏ,1,not_like,38
Áo thủng lỗ chụp gửi shop ,1,not_like,26
đen trắng giao xám trắng,1,not_like,24
sai size shop giao,1,not_like,18
chả,1,not_like,3
chán may tùm_lum,1,not_like,16
Không oke,1,not_like,9
Subwoofer JBL STAGE 800BA 🤳🤳🤳,5,like,29
"Ăn no không gội đầu, đói không tắm. Rửa mặt nước lạnh, vừa đẹp vừa khỏe. Mồ hôi chưa khô, đừng tắm nước lạnh. Đánh răng nước ấm, chống ê chắc răng.",5,like,147
"Vải mát. Mặc thoải mái, có độ co giãn. ",5,like,39
đẹp tập,5,like,7
đẹp Mua mặc rộng cộng,5,like,21
rẻ đẹp dày ok lắm,5,like,17
Dù đây là lần đầu đặt hàng bên shop ,5,like,36
đẹp lắm hơi chất_lượng sp ny thích lắm,5,like,38
E đi buôn đây các chế ơi 🤣,5,like,26
mua ổn,5,like,6
"chữ Hán (Thiền uyển tập anh ngữ lục...), có cuốn viết bằng chữ Pháp (Phật giáo Việt Nam từ nguyên thuỷ đến thế kỉ XIII), không dễ gì cho độc giả ngày nay đọc hiểu khi có trong tay.",5,like,180
giao mặc bới xíu tạm ổn,5,like,23
Giao ổn Đủ bảo_vệ,5,like,17
cd ek ah rjd rhdh dk eig ẹd wkbd,5,like,32
tập may ok đẹp tạm ổn gói giao,5,like,30
đẹp lắm rẻ Giao ủng_hộ,5,like,22
Đẹp mát ổn k ké trồng,5,like,21
tạm ổn,5,like,6
không_liên vội quên chụp tốt hàng đẹp mặc thích mua Sẽ,5,like,54
đẹp mặc mát dễ_chịu mua,5,like,23
Hàng so với giá tiền ok shop giao nhanh,5,like,39
Chất áo 100% Polyester  nên hơi nóng nếu bạn tập gym cường độ cao.,5,like,66
Hàng đẹp lắm Khá Giao chất_liệu may ok toàn rẻ ủng_hộ shop,5,like,58
giao sịn ủng_hộ shop hành chuẩn,5,like,31
Áo đẹp lắm nhé mọi người ơi,5,like,27
Giao đóng_gói đẹp mua,5,like,21
mặc tập gym tốt mua,5,like,19
phom mặc mát mua Sẽ ủng_hộ shop tiếp,5,like,36
giao,5,like,4
tạm dc đen lỗi mặc tạm lót,5,like,26
mát to rộng gầy mặc tốt,5,like,23
mỏng okela mặc thoáng mát cẩn_thận nguyên,5,like,41
"Áo đẹp, mặc rất ôm người, chất vải thoáng mát",5,like,45
mát mỏng ko dày okelađáng mua,5,like,29
đẹp chất lỗ thoáng mát rẻ gbpao,5,like,31
Chất lượng OK ủng hộ shop dài dài ,5,like,34
ok rẻ đẹp ủng_hộ tiếp,5,like,21
ưng_ý đẹp mặc ủng_hộ phản_hồi tốt,5,like,33
ổn mát Cùng xanh đen đặt_hàng,5,like,29
ưng_ý đẹp gọn ràng ủng_hộ,5,like,25
sp Sẽ ủng_hộ,5,like,12
mềm ncl ổn k đòi_hỏi,5,like,20
mát_me lắm thoáng mồ_hôi giao rẻ hạt_dẻ mặc k đòi_hỏi,5,like,53
đẹp chê Chắc mua,5,like,16
Khá ok ủng_hộ ₫ ₫ ₫ ₫ ₫ ₫,5,like,25
đẹp mát thích ủng_hộ tiếp,5,like,25
đẹp mng mua mua hơi ngắn,5,like,24
đẹp tốt mặc mát,5,like,15
hơi tối mát mỏng,5,like,16
đẹp tốt c n sản ẩm vời giao hơi,5,like,31
mỏng nhẹ thoải_mái mỏng lắm,5,like,27
Giao rẻ mong Cám_ơn shop,5,like,24
mặc mát_OK,5,like,10
fom hơi đẹp,5,like,11
Dao hàng nhanh ,4,like,15
Hình ảnh & video chỉ mang tính chất minh hoạ! R.I.P Chi Tai T.T,4,like,63
Sản phẩm cũng khá đẹp và phom ổn,4,like,32
Giao đóng_gói săn flashsale tốt chất mát,4,like,40
200 xuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu uuuuuu,4,like,52
may hơi lởm thừa mặc bung Đúng,4,like,30
"mình mua 2 chiếc, cái xám đắt hơn nhưng chất không thichd bằng, áo đen adidas chất oke hơn",4,like,90
Muốn shop gửi Tức ghê treo,4,like,26
Chất vải nóng nhiều chỉ thừa,4,like,28
lắm,4,like,3
ổn mát,4,like,6
giao kỹ Nhìn tưởng trơn lỗ,4,like,26
mặc Đặt xanh mỏng trắng k,4,like,25
Áo nhìn bên ngoài kiểu đẹp nhưng vải mỏng.,4,like,42
thoáng mát cắt hơi không_đều chụp,4,like,33
Sốp rep thân thiện,4,like,18
tạm ổn mặc rộng,4,like,15
tạm,4,like,3
chỉnh sửa size mặc ngắn trừ Còn thử,4,like,35
Mua đen giao đậm ổn,4,like,19
xòe kêu cáp,4,like,11
Tạm ổn May kỹ,4,like,13
Đặt giao,4,like,8
Tiếc ko đổi,4,like,11
mỏng mặc mỏng lắm,4,like,17
Hàng đẹp rẻ Giao hơi chậm,4,like,25
Mặc mát xám giao xanh xin_lỗi ko,4,like,32
tạm ổn thấm hút kém nóng,4,like,24
Gửi sai,4,like,7
hơi nóng,4,like,8
may mỏng mát hợp,4,like,16
xài rách,4,like,8
tốt,4,like,3
mỏng giao,4,like,9
đen,4,like,3
Hàng phù hợp với giá tiền,4,like,25
Hàng đẹp giao sai,4,like,17
ưng,4,like,3
Tốt,4,like,3
tạm tốt,4,like,7
giao lộn,4,like,8
hơi mỏng,4,like,8
đẹp,4,like,3
good,4,like,4
đóng_gói giao giao sai hơi ngắn mặc,3,not_like,35
kểu thừa ham rẻ,3,not_like,15
xám mát đen đen k xám dày nóng,3,not_like,30
shop nhầm mát tạm ổn chú_ý,3,not_like,26
mỏng rách mặc không_lên form lắm mặc không_quá thất_vọng giao,3,not_like,61
Không,3,not_like,5
Đặt đọc gửi tốt,3,not_like,15
mặc mát vắt_sổ bung Chắc mặc xứng_đáng 8K,3,not_like,41
size chật ko mặc,3,not_like,16
Đã giao nhầm giao,3,not_like,17
mua mặc ngắn,3,not_like,12
"hàng gia công,hơi thất vọng",3,not_like,27
Vải ko giống như hình,3,not_like,21
Giao,3,not_like,4
gửi nhầm,3,not_like,8
Áo chất lượng bình thường so với giá. ,3,not_like,38
bình_thường,3,not_like,11
cứng nóng không_nên mặc,3,not_like,23
Giao cực,3,not_like,8
Giao sai không_như,3,not_like,18
giao tạm,3,not_like,8
sản_phẩm tạm,3,not_like,12
sản_phẩm tạm,3,not_like,12
sản_phẩm tạm,3,not_like,12
sản_phẩm tạm,3,not_like,12
sản_phẩm tạm,3,not_like,12
Đặt giao chán_nản không_giống chạy,2,not_like,34
mua chả ấn báo,2,not_like,14
Áo mỏng lại hết màu phải lấy màu khác.,2,not_like,38
mua size mặc chật tạm ổn may,2,not_like,28
chật lỗi,2,not_like,8
Giao shop,2,not_like,9
Đặt đen trắng giao xanh than trắng,2,not_like,34
Mua tạm lỗi Rách k đổi Tóm_lại trung_bình yếu,2,not_like,45
Đặt gửi nóng xấu làm_ăn,2,not_like,23
Đặt gymshark giao,2,not_like,17
giúp nhécảm,2,not_like,11
Mua,2,not_like,3
Đặt shop giao nhắn_tin sp kêu,1,not_like,29
ko làm_ơn nha,1,not_like,13
bé_tí săn sale,1,not_like,14
Giao sai,1,not_like,8
Mua giao đổi shipbằng nghi 🤔 bye,1,not_like,32
Đặt giao Làm mua tiếp,1,not_like,21
Đặt 1 mẫu 3 mầu khác nhau,1,not_like,25
"Đặt mẫu này giao mẫu kia, không hài lòng.",1,not_like,41
không_giống,1,not_like,11
Giao việt_trì đóng gửi liên_hệ trả_lời đòi hình_ảnh rảnh đợi 50K,1,not_like,64
coi rẻ dơ gửi,1,not_like,13
Mua giao shop ol không_giải quyết,1,not_like,33
giao đừng mua,1,not_like,13
rách Đem nc k đổi đổi ship quá_tội đổ_lỗi tốt,1,not_like,45
đồng_bộ mặc mặc chật,1,not_like,20
mua mặc mặc dày nóng ko mặc nổi,1,not_like,31
Giao sai kêu check xong im,1,not_like,26
Giao đen sai,1,not_like,12
